Days,Blaine,Residue90,Residue45,NC%,L0I%,SO3%,C3S%,C2S%,C3A%,LSF%,Moisture%,ClinkerLiter,ClinkerFeedTemp,Water,CementTemp,GADosage,CementStrength
7,3019.22357,1.116608206,10.53289365,28.03572378,2.46981097,2.509516523,59.50648005,11.71237129,7.847194439,95.37963061,0.141497122,1370.248834,166.0992746,1555.036786,103.6037549,492.6463192,940.7630747
28,3379.658293,1.171463432,10.70009269,29.59359566,2.334815585,2.771327013,58.25833959,12.65362995,7.315147039,96.16436646,0.171277768,1361.525365,151.0478259,1825.707666,106.0483943,455.7911541,1005.995624
28,3354.672155,1.236984971,11.31841901,28.58833595,2.626299457,2.67039291,56.57030397,12.41802745,7.276237325,95.40888115,0.138621199,1376.042431,153.192498,2185.022262,103.874513,485.2978118,1067.673333
7,3104.357449,1.177552152,11.33249197,29.82367207,2.449403873,2.598419135,56.27160991,11.35434185,7.981653324,96.03940853,0.158850494,1351.292216,156.7124655,1476.973827,108.6347989,475.1844305,929.0600112
28,3006.121816,1.32441142,13.66092289,29.93502253,2.510599678,2.405085956,59.09627552,12.01489273,7.527265181,95.14808444,0.118537278,1370.408327,151.5361488,1869.596749,103.0880228,491.457532,988.8850218
28,3373.374523,1.239791051,11.2536533,28.37091775,2.344921738,2.79696616,59.39910957,12.35477464,7.906420964,96.21096534,0.159977131,1393.517209,154.6998856,1518.43749,102.9353479,475.4070859,971.3690679
1,3200.415954,1.292099742,13.16549032,28.92419458,2.301033606,2.668581974,57.62717456,11.47007443,7.163881024,96.03357988,0.186151371,1337.580502,166.6030197,2223.654107,102.6599769,481.0120677,1049.698323
28,3215.750979,1.368411238,12.47136925,28.00246367,2.555194082,2.526768991,56.2216997,12.66137702,7.642818915,96.48032274,0.186863964,1370.812183,168.9650308,1700.092141,103.3278087,473.8871063,975.9655777
28,3273.585508,1.278871133,12.86647189,29.19665453,2.506070068,2.751707464,55.56471604,12.08965532,7.809860187,96.26140094,0.172434441,1347.568782,156.0920471,1115.08424,105.5740496,473.9079462,892.3694911
7,3246.340466,1.293267717,14.19053482,29.2146129,2.537415428,2.503372648,55.43589734,11.3304841,7.94739525,96.09921254,0.174575338,1367.439965,155.2903161,1249.078782,107.0701529,488.3984989,914.3451366
7,3377.556642,1.282229271,12.02190751,28.49507991,2.61749754,2.617606632,58.59538724,12.16596885,7.337340141,96.3795577,0.155792745,1376.289334,155.597853,1091.657001,106.6256792,481.42832,905.8209987
1,3377.700639,1.189386313,13.85455689,29.11682535,2.558642365,2.654428305,57.10059364,12.99942761,7.72498117,95.28788383,0.158466809,1304.54525,155.5543817,1748.954419,108.0771782,481.6631601,991.9974522
28,3346.879573,1.168723417,12.1101803,28.45108028,2.369909377,2.488425349,59.52679937,11.30104298,7.538813009,96.19071932,0.113365058,1364.660044,150.7186036,1159.505946,108.85914,472.5141242,909.3837438
28,3254.561439,1.449823699,11.76935688,28.32165094,2.444309008,2.791358912,58.6983565,12.63351386,7.060628926,95.34422121,0.144385919,1322.674118,168.5383269,1171.209954,108.1607904,476.5554748,891.5532367
28,3320.379718,1.303777611,14.79313589,29.30303893,2.662356442,2.699276762,55.95630209,11.41461801,7.689999737,96.85104442,0.145077628,1367.003254,154.2739628,2411.57239,100.189454,487.2858833,1097.644082
1,3270.867337,1.122176578,10.9218546,28.65185093,2.60797788,2.62312529,58.06888709,12.56477666,7.690096558,95.13666821,0.195849784,1346.833019,158.4000815,2308.982608,107.3591795,491.297046,1076.040613
1,3229.346817,1.249123849,10.4516848,29.18052788,2.522654823,2.472237839,57.17752727,12.46915585,7.930606805,95.8607495,0.143108686,1377.355274,150.1937377,1678.129895,102.0839957,484.8280701,981.4553612
7,3051.400141,1.165174241,13.85492963,28.8664935,2.402257999,2.421543283,57.88624865,11.60097877,7.497312446,96.39159496,0.154934264,1312.340082,167.1591018,2478.707981,101.3292804,496.2036494,1072.142972
1,3324.481671,1.466845912,10.34124853,29.96870281,2.420824201,2.528023933,58.69034562,11.65164624,7.230250921,95.91604442,0.15332514,1362.632235,164.6231469,1000.279792,106.3848878,491.0162044,885.2722753
28,3328.25579,1.003767182,14.18539495,28.29916129,2.592783227,2.701274934,59.03097941,12.58504278,7.044563823,95.18419051,0.163676172,1327.847073,168.9351207,1920.969184,103.197432,478.0931895,1012.478049
28,3250.375868,1.112666399,12.18596698,28.92919719,2.640469704,2.507732519,59.21868663,11.92289102,7.415642187,96.10675803,0.174823283,1385.2982,165.6323096,1924.642266,100.5711716,483.5703036,1020.629382
1,3328.170738,1.18267841,14.57756839,29.36091325,2.568569868,2.615822488,56.26987437,12.46163606,7.3019167,96.28326382,0.122504188,1392.838351,156.2741302,1686.164584,101.3762973,496.3154138,999.4258952
28,3260.593909,1.2439049,13.60766431,28.79109017,2.62381199,2.691178871,55.155578,11.29596829,7.761088306,96.40758462,0.152872442,1399.639829,154.9574672,1595.421959,100.0092942,480.9584022,975.2228306
28,3082.673744,1.425408759,13.05202334,29.9493997,2.606662454,2.443177486,58.69647368,12.70511556,7.354267765,95.74651963,0.182591771,1379.60074,163.9543262,1683.074703,109.0322363,491.2403474,967.3105742
1,3109.584451,1.043943812,14.74653399,29.44377526,2.359881587,2.674119206,55.53171863,12.42176943,7.949071196,96.12731994,0.146311471,1375.373407,157.2822555,1622.440654,100.2461798,484.4405252,959.5018943
1,3085.835648,1.402932443,11.98324687,29.31396772,2.469577925,2.436748355,56.57459794,12.81388562,7.962310203,95.90137295,0.127845755,1321.550076,161.3243003,2095.738716,102.0945577,477.5968181,1014.128761
28,3150.903633,1.027826745,14.77043468,29.51411854,2.36119352,2.786051897,55.01908567,11.26474476,7.62090859,96.34411208,0.165470908,1333.600706,150.1251494,1203.033152,104.1626278,462.0919098,886.1786215
28,3015.585253,1.421157018,10.67500639,29.90529728,2.394094234,2.595357652,58.40834741,12.186029,7.928660287,96.16711393,0.18237674,1346.568254,151.237714,1296.458831,103.5657133,471.299876,891.4705264
28,3247.301554,1.025817739,12.41877471,29.81563731,2.64770385,2.460270443,55.83566006,12.19824117,7.760854345,96.05151244,0.106314029,1377.338105,160.7073588,1270.777343,109.1172588,498.3871412,923.0581991
7,3134.621686,1.009121241,11.34955611,29.44857062,2.489156786,2.536953454,58.27641205,11.70692148,7.546859641,95.49904873,0.177679048,1391.496587,161.3214329,1393.705878,100.4028895,482.8882692,931.2245684
7,3262.289054,1.348480731,12.69921389,29.49832328,2.514143241,2.56536658,59.95871309,11.91693285,7.180307935,95.00403704,0.182164793,1318.91391,165.0290589,1787.887628,105.1221471,478.219769,984.3468183
7,3154.158648,1.498627767,10.81006939,28.29184415,2.371378386,2.703274004,55.36335436,11.07596313,7.458597944,95.34816335,0.146152293,1392.236748,152.6393064,1166.813121,106.8047946,496.6478313,903.5270304
1,3272.645468,1.448305131,14.2076483,28.20558481,2.424908714,2.697369514,55.38539006,12.49172008,7.560874463,95.23413208,0.198330566,1369.562465,160.2636617,2302.253943,109.3169797,479.3255891,1074.889552
7,3136.249828,1.287999209,14.23203925,29.141809,2.392098467,2.644776202,56.70190046,12.09864496,7.863961581,95.89816949,0.178670834,1361.077073,153.8889529,1446.042297,106.2037125,476.3041259,931.2067372
1,3104.277811,1.458697807,14.77618156,28.03673527,2.382474466,2.442372285,59.33193257,11.1154821,7.481333377,96.2245163,0.177366256,1319.984127,151.8639224,1243.806981,108.0375524,487.9655428,893.5003915
1,3198.414982,1.002650003,10.7733607,28.96471276,2.555184317,2.460627749,56.07764934,12.36151179,7.897674673,95.42617002,0.174783857,1305.552503,158.2099159,2013.431964,100.8372494,485.6332809,1012.688748
7,3277.156143,1.487533581,13.11666275,28.42069916,2.402753539,2.437502768,56.8018891,11.93356415,7.674348979,96.87811419,0.11506081,1356.84649,153.266733,1057.129451,103.8593951,459.6580004,881.4768707
7,3139.334642,1.24537439,12.37118654,28.69203314,2.552806194,2.630869113,55.34252703,11.06892252,7.136999063,95.01336426,0.121723089,1365.151568,154.4356396,1929.952847,103.7394713,473.5654137,1003.20069
7,3374.659261,1.361448048,11.72191866,29.55160947,2.323381846,2.750855377,58.81577646,12.93921545,7.994981369,96.54460203,0.146399013,1321.078145,156.3510916,2047.297646,108.8628822,473.6257721,1038.265345
28,3015.674531,1.410430737,11.75770081,29.88247501,2.356709757,2.573520205,57.04153171,12.89822429,7.527232661,96.25040954,0.126400435,1355.645621,155.187768,1322.374797,101.5137117,468.9112258,897.1088141
7,3167.178413,1.359228635,12.06396775,28.14483254,2.409816102,2.46433927,58.79624367,12.02580483,7.391858296,95.7471096,0.141524097,1385.64934,151.7518259,1062.94611,101.5188617,475.8646741,880.8167908
28,3387.032221,1.267518366,13.52462775,29.06848441,2.538818767,2.62321693,59.51803922,11.18734484,7.659113764,95.10097789,0.188846411,1383.506595,151.7983249,1545.468038,103.2855815,470.6553699,974.2153763
1,3219.188753,1.238309742,12.99143029,29.76506697,2.570336498,2.724700887,56.16381574,12.50924244,7.108893314,96.25497314,0.182432689,1392.735518,153.8649883,1147.891345,100.5446605,459.9672745,896.3328618
28,3169.388377,1.419291279,12.29840756,28.16501707,2.477086787,2.696684825,59.03698015,11.9838622,7.636538647,95.77122703,0.163003988,1336.588581,151.0111838,1174.716775,101.8245804,470.6183244,886.2886525
7,3227.408113,1.10253878,10.37966705,29.64902809,2.478316366,2.752580312,55.29546945,11.60489496,7.498236,96.87253428,0.185812039,1331.804957,162.5291404,1381.391847,109.6520964,453.6138474,915.2611629
1,3230.36983,1.483997033,10.38882672,28.7156027,2.589806741,2.511160839,59.49423694,11.98283636,7.40667407,96.08398015,0.178377239,1374.942601,155.7465343,1443.201887,104.2818394,478.7892931,944.2007619
1,3292.659102,1.355476239,10.01169695,28.6441894,2.306328437,2.477581547,58.25384274,12.04488829,7.953020021,96.87930302,0.142898493,1343.111241,155.5949194,1794.955512,106.3201921,492.6827274,998.3142344
1,3051.075892,1.099753464,14.83849694,29.95493277,2.43643601,2.751926594,59.37113362,12.1254234,7.522539717,95.44096739,0.120106515,1308.754866,156.6399659,2017.587828,107.2611126,486.2643542,1000.65642
28,3100.00658,1.368123592,10.02626909,28.40171818,2.627482823,2.663024125,55.000942,11.88244743,7.219117479,96.45145182,0.151420104,1328.280113,163.2559255,1889.156411,103.6696141,468.019702,984.4468813
7,3232.217605,1.264920012,10.51546873,29.38638788,2.541287764,2.524371572,55.84540535,12.21151061,7.458963479,96.23449804,0.173622888,1341.858229,167.4126776,1222.540506,101.4722707,454.3535603,896.5941315
1,3346.846643,1.353615048,11.57298278,29.64288146,2.434890853,2.69693922,56.94879694,12.83746942,7.919387405,96.47881646,0.14364196,1329.251643,165.1817387,1258.129049,102.0658102,460.10747,911.3705401
1,3224.746677,1.383889751,14.03715126,28.08236699,2.662209917,2.726047354,56.89751452,11.72453617,7.176095471,95.42933573,0.166677191,1333.220557,164.5505846,2318.153875,103.1326648,477.274517,1063.759646
1,3095.438744,1.04364509,14.81049393,29.34077092,2.609049091,2.645991296,56.13365191,12.45143293,7.213957039,96.32998903,0.109432743,1329.377591,159.6878237,1837.528473,106.3606842,460.3528542,973.4781839
28,3271.937912,1.253051978,13.95006779,29.90309995,2.405958179,2.675153644,56.9080597,12.78890511,7.013029568,95.99608079,0.174800474,1304.149917,163.8761111,2304.906749,103.9828055,477.1986556,1060.086479
28,3295.963504,1.466007171,13.45280116,28.24843993,2.558115935,2.550103962,55.64424356,11.91195855,7.014190049,96.48564995,0.181271362,1363.70947,161.0552474,1557.319767,100.068147,461.5799512,959.5197505
7,3095.294461,1.160321096,12.60650334,29.79244261,2.538300291,2.615478267,57.06380565,11.88691167,7.829391627,95.65408929,0.170683786,1359.729242,154.3250106,1921.600011,105.2340719,492.4461935,1002.876087
28,3151.091554,1.296941549,10.43352606,29.18955327,2.460475166,2.609663668,59.01177165,12.20423397,7.732122607,96.78011405,0.196726359,1365.33835,154.1717674,1785.495124,109.2151339,469.8635736,982.9518295
1,3213.730989,1.184615241,14.79085397,29.23320916,2.446782432,2.739219116,57.39535032,12.18281352,7.355041056,95.16860263,0.182665206,1319.23099,155.9278401,1478.685235,108.1207761,462.2775313,929.7959788
7,3198.624476,1.227133986,13.79196207,29.22588835,2.43742419,2.735985592,55.09000044,12.61317868,7.698311157,96.61437864,0.190309373,1329.565454,168.2160534,1704.873058,108.2521137,490.616309,973.5397269
1,3155.847234,1.274301559,13.19474693,28.59767177,2.546862313,2.733072188,57.10722021,11.95296677,7.395205926,96.72263925,0.193357108,1361.961593,160.9482968,1753.736315,107.9505802,467.1419482,976.2742024
1,3119.05407,1.27446099,13.79517923,29.87040363,2.476963975,2.404412646,55.13587508,12.9922459,7.952896796,96.63450462,0.180134799,1359.962757,164.6781075,1301.156462,103.2373083,455.5743844,900.691561
28,3039.993955,1.100865231,13.62051665,29.89470093,2.632745245,2.699818194,59.83121705,11.11894314,7.967052681,96.02545279,0.167425884,1350.633031,156.9311752,1472.515559,107.6519383,478.5204746,921.0220495
7,3021.394119,1.342285774,13.1861579,29.25060932,2.567841046,2.703470556,55.6372698,11.0063357,7.392793776,95.87676996,0.100571858,1335.041325,158.1543154,2187.114626,101.4316136,479.0782102,1025.384008
28,3383.416599,1.043934056,14.902884,29.56684545,2.327972642,2.671351529,58.53844163,12.28039662,7.854221906,96.99252457,0.146582575,1391.2931,152.5113116,2373.682359,106.5771615,485.7347838,1105.596541
28,3338.857258,1.069412387,14.51681906,29.22451597,2.55606729,2.702505863,59.86388161,11.59686982,7.773089042,95.4583439,0.15711623,1333.977024,153.4258992,1539.69114,106.4156857,462.0109717,955.6398068
7,3141.962076,1.00135545,13.2333246,28.9687969,2.408458975,2.736788149,59.13019526,11.48076478,7.309999937,96.09375193,0.130403027,1345.561916,166.5471311,1460.458423,100.255698,472.188567,928.8843117
1,3382.720354,1.058348032,13.46587606,29.32164024,2.537124797,2.588127622,58.49657688,11.62379816,7.232039829,96.34135105,0.131810445,1367.811383,161.6967726,1292.795747,107.8797013,464.118396,928.8787232
1,3270.707962,1.236583101,10.25797903,29.10600291,2.572052772,2.600820085,59.19730455,11.51209513,7.45823465,96.40173527,0.196115942,1354.302143,156.7506493,2017.736753,109.0324811,454.0476868,1020.655383
7,3193.00838,1.303050941,13.34958732,29.19495173,2.392331676,2.449885623,59.90899347,11.0615801,7.781348841,95.40804933,0.189171087,1334.688598,166.0570242,1484.649552,102.6741528,493.8306914,939.1910978
1,3197.210263,1.397144725,10.22082719,29.56766511,2.482743458,2.554150353,58.10672249,12.94306608,7.960167785,96.30798818,0.184917901,1343.564479,154.9303981,2481.624309,108.1239072,486.4434902,1092.385751
7,3033.313764,1.053349625,12.94131878,28.96180766,2.376129945,2.657346072,57.79592403,11.44149098,7.763579069,96.63673913,0.14060118,1379.448082,169.520654,1488.527203,100.8240597,465.073153,926.9681309
7,3036.681659,1.42536373,14.9967675,28.08150821,2.32093555,2.71215991,58.14119055,12.46805953,7.855206985,95.10003715,0.101369855,1327.812916,156.8963522,1591.20407,105.9996786,479.9686496,935.7498443
28,3240.97637,1.372987263,12.77903291,28.32799896,2.451390569,2.486883639,57.66337943,12.52519279,7.603064306,96.82304259,0.108022225,1314.225524,156.7462191,1905.001294,104.8564687,460.0631894,995.2083415
7,3221.481221,1.204259146,12.36605059,28.87721443,2.445177709,2.45512916,58.17544553,12.8585148,7.835407831,95.05900811,0.131219637,1331.31632,156.2382381,2202.52644,105.4592353,494.5118311,1051.953362
28,3085.091158,1.466469034,11.56427428,29.44965312,2.698192196,2.665216802,57.24921104,11.06109891,7.784420858,95.71194206,0.101574291,1384.953422,152.4422303,1704.277998,109.262052,455.7453172,962.9900116
1,3378.477817,1.495464738,10.60261289,29.1865573,2.47854094,2.400751953,56.09221591,12.74409668,7.376985542,95.03162639,0.101714978,1308.898971,152.2227429,1633.984051,108.7131525,450.1918573,964.3588202
1,3312.51842,1.102500905,13.65511836,29.30058837,2.43342782,2.471349034,55.60123613,12.05445236,7.551990302,95.15429034,0.19166033,1399.169607,162.9621007,2493.45675,107.8508366,475.1004099,1112.857103
1,3045.385841,1.189614292,10.96299514,28.95855786,2.532190003,2.411628552,55.34170468,12.26508822,7.804753122,96.82233657,0.17061585,1354.10029,167.5023609,1015.740462,102.7369846,479.1563912,855.5595816
1,3372.371642,1.463224712,10.57641011,29.23148404,2.335506958,2.466754047,56.31657892,12.28894055,7.046056734,95.70972166,0.130895599,1398.484574,165.8104102,2342.597933,109.1181863,478.948266,1092.969126
28,3389.699283,1.360798275,12.1088133,28.65803488,2.684666294,2.472527712,55.23061782,12.63959561,7.808079282,95.84954306,0.113264458,1393.899642,152.8221519,1223.711239,100.9750769,452.7255964,923.343156
1,3398.372497,1.024047322,13.97670919,28.94036519,2.553984018,2.555069438,57.8358539,11.66681464,7.177888124,95.43068876,0.151163572,1345.281371,160.9116424,2178.887914,108.5332922,465.7021903,1060.462749
7,3022.348462,1.390757241,13.72532274,29.48855813,2.601935128,2.56093085,56.41914224,12.46610238,7.514683617,96.19419154,0.100534616,1319.849107,152.1118309,1926.89734,103.2816007,474.9599473,982.3404458
7,3294.814223,1.413970444,10.27441307,29.74366556,2.368191175,2.749704988,59.12267404,12.05715622,7.80827544,96.18960643,0.193841374,1316.488478,150.9058929,1512.770928,100.5377231,460.8289593,944.2921201
7,3218.366308,1.375250962,12.27571843,28.86731067,2.463791141,2.604043885,55.37120436,12.58678803,7.253821078,95.74440078,0.141481512,1323.998936,163.1277172,2310.812433,106.6935698,493.6312943,1067.346802
28,3282.332594,1.399768565,12.61217288,28.08732332,2.469075645,2.689361906,56.13175747,12.98109207,7.245807439,95.66606974,0.140233496,1371.013264,160.7030467,1019.360842,102.3127993,454.3554645,876.4608377
1,3387.460778,1.412566338,13.22273325,28.32334509,2.628722578,2.441654943,58.65123074,11.40130203,7.402764398,96.76992862,0.139059361,1327.294999,151.6404737,1340.035978,102.4357113,474.3692221,933.7090124
1,3275.212004,1.093202493,13.25083675,28.04172228,2.300494672,2.490175502,57.99404148,12.98929728,7.894642798,95.76656848,0.106932833,1334.142527,150.6987849,1850.339194,103.0604717,484.5708029,1002.569347
1,3334.78555,1.117845873,11.82348625,29.30652604,2.420341243,2.681177376,55.32245636,11.17962431,7.000442781,95.98700198,0.163832224,1344.87788,169.7951283,1527.31339,100.6368477,463.087555,954.3192369
28,3346.747482,1.316879282,12.80338597,28.66462925,2.69249455,2.421121584,59.38619729,11.0046351,7.901383097,95.56660952,0.173300362,1391.323268,150.6004266,1915.566243,101.7712714,481.2120368,1029.824708
7,3335.392306,1.453933065,12.40530942,29.08495727,2.489954617,2.594639065,59.38630881,11.08832387,7.153807025,96.57353901,0.16761254,1318.939342,158.8905651,1036.16529,100.0513963,491.4692575,884.4368435
7,3170.43659,1.158098291,14.42499178,28.98655369,2.453010512,2.639747586,56.65204002,11.68356481,7.990086376,95.79489631,0.113843549,1300.502655,160.0923805,1174.688396,104.4540952,459.5168488,875.7942627
1,3089.030567,1.294153338,12.65132566,28.16305298,2.347931601,2.640858258,56.70202922,12.26581266,7.954846993,96.02722209,0.157884017,1306.009641,152.345603,1190.64436,100.8425538,495.8610296,881.4724911
7,3158.660641,1.341491032,12.20516081,28.80652272,2.689665851,2.409173125,59.94514179,11.13805908,7.49467519,95.50671434,0.156948448,1390.476634,153.3812356,1283.925469,106.8265261,477.6779266,914.0666857
7,3356.758764,1.225974301,12.02242725,28.44112225,2.308010542,2.528843202,58.13088086,11.01133163,7.512720248,96.97531918,0.186841079,1364.751646,157.0361001,1688.997161,102.3562285,464.9616002,987.3184224
28,3058.641929,1.356891227,12.8621388,28.83679958,2.59487209,2.65459626,57.6565826,12.87418206,7.48154934,95.58299148,0.137912766,1327.304062,165.2335175,2128.193049,109.4357414,471.5429138,1014.765841
28,3205.330467,1.449833723,14.0198849,28.40715656,2.607439922,2.459599894,59.19076092,12.64385327,7.635443646,96.54148506,0.137148594,1317.71925,160.1416485,2358.308257,108.7125163,465.6095942,1060.423705
28,3093.291229,1.312050772,12.69200745,29.68090481,2.397462686,2.678166259,56.42645169,12.61836634,7.090721702,95.8549913,0.161852706,1329.426674,162.7580375,2253.058795,102.8944089,486.255558,1043.904578
28,3232.522167,1.269890531,13.30827588,28.34838667,2.568623377,2.698370084,57.14591297,12.76884855,7.032617948,95.41243481,0.163307265,1311.479693,169.7034911,1295.331808,107.8321545,489.8150332,910.1589121
1,3345.255409,1.219372338,13.68927883,29.9215611,2.337171658,2.792787676,56.33888338,12.40006855,7.057702928,96.59943753,0.146928523,1394.153291,165.3601087,1661.725828,108.032449,491.6468696,994.5351202
28,3352.143987,1.288743135,12.60084055,28.83181473,2.402818907,2.483936798,58.94580423,11.20880826,7.444365349,95.66721358,0.144305936,1378.420617,158.68723,1299.117397,109.8656311,499.2884125,939.2777183
7,3094.674077,1.177681226,12.13408528,29.69249058,2.615160795,2.730052267,57.86674673,11.79820038,7.275547939,96.73038669,0.149414767,1346.239118,158.9288384,1396.707725,105.9783999,489.5642146,919.6771955
1,3363.077483,1.195741055,14.38332689,29.25752964,2.645874477,2.608118631,58.29412535,12.44629897,7.622039562,96.83051437,0.18610453,1386.496261,162.3754415,1755.320472,100.8196573,480.0692035,1005.424175
7,3236.755496,1.26592874,12.08753042,29.4707006,2.543394565,2.549385038,56.26153625,11.56066892,7.992442289,96.71964767,0.14611669,1324.94582,163.3073042,1102.163537,106.4683723,466.9610149,876.9009351
7,3140.087299,1.033309556,12.30971425,29.53544778,2.502735373,2.448950703,56.10112651,12.37481273,7.386323173,95.07001583,0.193993179,1371.712057,160.0142185,1327.261494,106.2497975,477.2297724,915.3190561
7,3283.272478,1.114512695,14.95170657,29.00968976,2.363721608,2.694202243,57.44187314,11.0489969,7.573841254,96.57474669,0.150400376,1385.61325,162.8972245,2403.067242,106.3835058,452.0534086,1086.219952
28,3192.666795,1.271424655,10.00118762,29.08660105,2.325243613,2.49434304,58.68782875,11.61227468,7.415603896,95.82267893,0.194920069,1335.676871,150.4706499,1699.174439,103.0714565,487.2412538,973.3631184
28,3151.195036,1.215764072,10.92736455,29.02799174,2.347059611,2.548568801,57.62619879,12.09826067,7.847271668,96.74744584,0.18328319,1375.746445,158.5924573,1668.079789,108.5967959,472.2977773,964.6684666
1,3282.033746,1.166407893,11.91981945,29.17611676,2.39094292,2.425016891,55.16322839,12.26417966,7.902236403,96.27590853,0.136243132,1329.507235,155.5787615,1021.850732,109.5947218,451.0011615,867.6843136
1,3099.489662,1.365274568,14.66294955,28.05878889,2.436669801,2.720546766,59.34275753,12.15408133,7.877355612,96.66728627,0.186364142,1329.885714,152.5834889,1371.099621,102.1771251,453.1253471,901.9335518
28,3132.101012,1.346858804,10.35014853,28.79103034,2.45236381,2.70663541,55.32343447,12.39551255,7.974372239,95.99886354,0.111006328,1310.705718,151.9909303,2299.438654,100.8815216,469.3733232,1048.305457
7,3173.780738,1.08336538,10.04742717,29.21237743,2.438528707,2.693446332,59.77912242,11.0121775,7.027519185,96.07005101,0.192504718,1344.005805,162.0638433,1246.942642,101.9453503,479.171076,901.4224933
1,3101.47287,1.439314558,10.26341918,29.19544713,2.395622133,2.519777404,55.12570979,11.2018824,7.839816162,95.28877526,0.163164352,1372.971191,160.4720109,1622.687409,108.2055214,473.2101974,955.1042321
28,3162.080835,1.247711813,10.44271705,29.58591219,2.503889699,2.46939203,58.47225228,12.7378885,7.751772173,96.56797472,0.105439075,1394.022081,155.0716823,1021.496359,106.7664463,480.9602159,877.5417848
28,3228.58921,1.370730456,10.18798387,29.31001868,2.630114443,2.655021306,55.41103532,12.36349729,7.228694409,95.83877922,0.164425672,1360.379699,159.4190012,1717.503223,106.3604734,474.0147129,979.2104041
28,3296.389544,1.286575425,12.39890663,29.98426663,2.411881415,2.598466554,59.5533829,11.22586329,7.956320093,96.00016024,0.197424765,1386.313554,159.8446463,1031.53166,104.0179314,483.0851923,892.7524496
7,3306.877941,1.498846308,12.90378604,28.56770906,2.676954808,2.471300987,57.32216618,12.68414887,7.148177928,96.57019543,0.106980065,1382.249465,153.9001796,2229.41433,105.7782797,460.9563032,1065.68587
28,3329.116141,1.37620156,11.35843486,28.71830206,2.649334665,2.674364508,55.68761887,11.48446244,7.679549927,96.1976908,0.155468771,1317.334305,163.0418612,2237.280651,103.0787413,455.6421594,1052.957876
28,3297.684663,1.353490231,11.99143692,28.7676943,2.364705685,2.796450573,56.7040785,11.95651977,7.224890217,95.40219745,0.174779435,1348.581743,165.6183871,2181.613282,104.7720008,479.8216977,1054.386156
28,3272.415771,1.38928597,10.45849668,28.93162561,2.614510383,2.698887835,55.82412338,11.29039303,7.431380649,96.18046532,0.181025859,1311.692354,165.8292708,1425.046103,107.9306303,474.2344758,927.2350817
28,3095.002589,1.071563993,11.68185232,29.67199613,2.529834953,2.695994555,55.85290956,12.42022011,7.719159897,95.81526572,0.141382747,1368.215316,162.0493966,2255.855827,109.812416,451.3433827,1041.506384
1,3160.089157,1.102272297,12.61259596,28.47158419,2.526630145,2.780125101,59.7405416,12.33370884,7.563324642,95.93905108,0.120416656,1394.989967,160.2327717,1814.497199,109.3248892,469.0240943,991.6786965
1,3191.085956,1.357032041,13.66135904,29.55200041,2.456417105,2.481174547,57.22623056,11.42222494,7.427501831,95.05662255,0.104234228,1313.708946,151.2201429,1560.712163,109.3386594,455.3062793,938.18338
28,3033.156529,1.246990744,10.01673181,28.81062037,2.5004612,2.626219986,58.94401132,12.72680153,7.326338431,95.4200587,0.157972616,1373.388313,155.756626,1937.99494,104.0222373,476.5678416,997.490679
7,3211.348049,1.377317646,12.33655383,29.20371077,2.458871511,2.791858686,58.19802781,11.80261205,7.839659656,95.56207616,0.145291107,1363.223815,151.8654289,1018.511569,104.6878988,469.788884,874.1431298
1,3174.534333,1.051458015,11.48501438,29.26508107,2.515893048,2.466117644,58.38213181,11.58503018,7.14381435,96.42592002,0.19487444,1358.360504,169.2764632,1214.441316,107.056354,480.6575956,898.9784981
28,3320.8437,1.268240676,14.26410911,28.74569727,2.551180021,2.680100784,55.65846719,11.30465918,7.430102877,95.02298495,0.106060491,1339.012023,152.7016029,2113.440307,109.2219193,490.2801109,1047.749007
1,3391.160268,1.189410783,13.57776658,29.02523041,2.569721523,2.634324058,56.17092223,11.53233603,7.903757572,95.81755452,0.168539534,1335.513165,153.0355082,1366.242413,101.4199426,464.9834342,934.1637037
1,3222.402015,1.22850011,12.94554267,28.82606235,2.512992477,2.634591637,58.93375168,11.04405384,7.84584955,96.84805374,0.102496622,1304.524919,167.7915324,1897.013676,103.0424186,498.1051052,999.8603947
7,3129.074555,1.301978936,11.38632823,28.13826557,2.588568827,2.679068251,59.85383103,12.16651498,7.400941762,95.22376123,0.117143418,1321.790871,168.8785657,1577.653904,101.3924684,476.781725,941.8972463
28,3017.360313,1.251144174,14.55169551,28.87433078,2.35651122,2.771846769,56.31337821,12.68446149,7.763108364,96.03284878,0.1453579,1301.517688,165.3165808,2282.208668,106.1200853,480.9145399,1034.70047
28,3369.857332,1.269930319,10.22550339,28.19478679,2.384792996,2.713032776,56.35784382,12.0979609,7.823160831,96.57304476,0.145487244,1358.141711,150.1080985,2428.622959,103.06301,484.0336187,1103.313103
7,3367.646286,1.243178741,10.54733799,28.8100416,2.627494002,2.422454441,57.36448566,11.43854792,7.888887424,96.88506262,0.168570054,1310.585324,150.0269254,2325.347093,103.2610785,483.3365765,1076.553948
7,3101.196067,1.204477589,11.9581507,29.1858368,2.429011191,2.741091208,59.91920156,11.06733836,7.544505769,96.49355328,0.191021303,1387.301939,157.5620154,1405.929992,100.7091596,475.5485372,925.3210154
28,3278.164449,1.38594099,10.62218779,29.1588298,2.30915753,2.490216532,56.34479473,11.42925615,7.204460886,96.4411311,0.163903216,1352.314302,152.8679074,1291.244304,103.4979606,471.4382146,919.6479009
